Name,CAS,Cnumber,Hnumber,Onumber,Nnumber,Ringnumber,Molmass,Phase,Tchar,thetachar,DeltaCp,phi0,Annotation
C27,593-49-7,27,56,0,0,0,380.74,Rxi17SilMS,284.23755,32.80295,120.83821,1E-03,Masterthesis.Marquart.2020
C28,630-02-4,28,58,0,0,0,394.77,Rxi17SilMS,291.90217,33.05628,131.07776,1E-03,Masterthesis.Marquart.2020
C29,630-03-5,29,60,0,0,0,408.8,Rxi17SilMS,299.42087,33.38611,140.53651,1E-03,Masterthesis.Marquart.2020
C30,638-68-6,30,62,0,0,0,422.82,Rxi17SilMS,306.72277,33.76185,152.96546,1E-03,Masterthesis.Marquart.2020
alpha-Pinene,80-56-8,10,16,0,0,2,136.24,Rxi17SilMS,83.2274,29.98872,82.19659,1E-03,Masterthesis.Marquart.2020
beta-Pinene,18172-67-3,10,16,0,0,2,136.24,Rxi17SilMS,96.53587,31.14868,72.5517,1E-03,Masterthesis.Marquart.2020
Limonene,138-86-3,10,16,0,0,1,136.24,Rxi17SilMS,106.13838,30.82848,80.64634,1E-03,Masterthesis.Marquart.2020
Benzaldehyd,100-52-7,7,6,1,0,1,106.13,Rxi17SilMS,116.86325,32.05274,79.19004,1E-03,Masterthesis.Marquart.2020
Terpinolene,586-62-9,10,16,0,0,1,136.23,Rxi17SilMS,119.45758,31.28527,75.1939,1E-03,Masterthesis.Marquart.2020
Linalool,78-70-6,10,18,1,0,0,154.25,Rxi17SilMS,120.72299,29.52874,89.818,1E-03,Masterthesis.Marquart.2020
Benzylalkohol,100-51-6,7,8,1,0,1,108.14,Rxi17SilMS,129.20391,32.20642,82.8377,1E-03,Masterthesis.Marquart.2020
Salicylaldehyd,90-02-8,7,6,2,0,1,122.13,Rxi17SilMS,131.97957,33.17546,73.49817,1E-03,Masterthesis.Marquart.2020
Menthol,89-78-1,10,20,1,0,1,156.27,Rxi17SilMS,137.29767,31.87388,78.52437,1E-03,Masterthesis.Marquart.2020
Citronellol,106-22-9,10,20,1,0,0,156.27,Rxi17SilMS,143.10228,30.48837,98.71043,1E-03,Masterthesis.Marquart.2020
Methyl-2-Octynoate,111-12-6,9,14,2,0,0,154.21,Rxi17SilMS,147.71447,29.75235,64.16389,1E-03,Masterthesis.Marquart.2020
Geraniol,106-24-1,10,18,1,0,0,154.25,Rxi17SilMS,150.49682,31.08216,95.20921,1E-03,Masterthesis.Marquart.2020
Citral A,141-27-5,10,16,1,0,0,152.24,Rxi17SilMS,152.75132,31.57547,96.36151,1E-03,Masterthesis.Marquart.2020
Methylsalicylat,119-36-8,8,8,3,0,1,152.14,Rxi17SilMS,154.11465,34.12335,95.50866,1E-03,Masterthesis.Marquart.2020
Citral B,106-26-3,10,16,1,0,0,152.24,Rxi17SilMS,157.465,31.54095,100.77921,1E-03,Masterthesis.Marquart.2020
Isobornylacetat,125-12-2,12,20,2,0,2,196.29,Rxi17SilMS,157.55178,33.04402,81.26782,1E-03,Masterthesis.Marquart.2020
Carvone,6485-40-1,10,14,1,0,1,150.22,Rxi17SilMS,160.06687,33.28458,82.81006,1E-03,Masterthesis.Marquart.2020
Hydroxycitronellal,107-75-5,10,20,2,0,0,172.27,Rxi17SilMS,160.17095,31.10265,112.47399,1E-03,Masterthesis.Marquart.2020
Anethol,4180-23-8,10,12,1,0,1,148.22,Rxi17SilMS,166.7329,33.18492,85.20036,1E-03,Masterthesis.Marquart.2020
beta-Caryophyllene,87-44-5,15,24,0,0,1,204.36,Rxi17SilMS,172.85285,34.68604,61.7693,1E-03,Masterthesis.Marquart.2020
d-Damascone,57378-68-4,13,20,1,0,1,192.30,Rxi17SilMS,173.30337,34.65713,113.26228,1E-03,Masterthesis.Marquart.2020
Anisalkohol,105-13-5,8,10,2,0,1,138.17,Rxi17SilMS,174.13181,33.26199,81.44532,1E-03,Masterthesis.Marquart.2020
Cinnamic aldehyd,1437-10-9,9,8,1,0,1,132.16,Rxi17SilMS,174.35623,34.53988,88.44913,1E-03,Masterthesis.Marquart.2020
Ebanol A,67801-20-1,14,24,1,0,1,208.34,Rxi17SilMS,175.00543,33.36042,98.39363,1E-03,Masterthesis.Marquart.2020
Ebanol B,67801-20-1,14,24,1,0,1,208.34,Rxi17SilMS,176.36339,33.32848,101.40443,1E-03,Masterthesis.Marquart.2020
alpha Damascone,43052-87-5,13,20,1,0,1,192.30,Rxi17SilMS,176.45911,33.70495,93.34397,1E-03,Masterthesis.Marquart.2020
Cinnamylalkohol A,203-212-3,9,10,1,0,1,134.18,Rxi17SilMS,177.16939,34.33185,87.28894,1E-03,Masterthesis.Marquart.2020
Eugenol,97-53-0,10,12,2,0,1,164.20,Rxi17SilMS,178.39651,34.04666,93.48009,1E-03,Masterthesis.Marquart.2020
E-beta-Damascone,23726-91-2,13,20,1,0,1,192.30,Rxi17SilMS,179.91832,33.96857,92.21312,1E-03,Masterthesis.Marquart.2020
Cinnamylalkohol B,203-212-3,9,10,1,0,1,134.18,Rxi17SilMS,180.75749,33.82887,87.6652,1E-03,Masterthesis.Marquart.2020
Majantol,103694-68-4,12,18,1,0,1,178.27,Rxi17SilMS,183.57852,34.55758,96.66965,1E-03,Masterthesis.Marquart.2020
Isomethyl-alpha-Ionon,127-51-5,14,22,1,0,1,206.32,Rxi17SilMS,184.70876,34.197,95.21322,1E-03,Masterthesis.Marquart.2020
Isoeugenol,97-54-1,10,12,2,0,1,164.20,Rxi17SilMS,193.83331,34.72842,92.01503,1E-03,Masterthesis.Marquart.2020
Amylsalicylate,2050-08-0,12,16,3,0,1,208.25,Rxi17SilMS,202.07173,35.06722,100.49822,1E-03,Masterthesis.Marquart.2020
Farnesol A,4602-84-0,15,26,1,0,0,222.37,Rxi17SilMS,210.17946,33.54453,115.84579,1E-03,Masterthesis.Marquart.2020
Coumarin,91-64-5,9,6,2,0,2,146.14,Rxi17SilMS,210.54231,38.70781,93.95035,1E-03,Masterthesis.Marquart.2020
Iso E Super A,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,213.41408,37.05338,101.05373,1E-03,Masterthesis.Marquart.2020
Amylcinnamylalkohol A,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,213.44392,33.60802,93.7796,1E-03,Masterthesis.Marquart.2020
Santalol A,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,213.89644,36.38628,104.29366,1E-03,Masterthesis.Marquart.2020
Iso E Super B,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,214.71959,37.38534,103.15904,1E-03,Masterthesis.Marquart.2020
Santalol B,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,214.90832,35.98627,107.62904,1E-03,Masterthesis.Marquart.2020
Farnesol B,4602-84-0,15,26,1,0,0,222.37,Rxi17SilMS,215.34922,35.98212,156.36256,1E-03,Masterthesis.Marquart.2020
Amylcinnamylaldehyd,122-40-7,14,18,1,0,1,202.30,Rxi17SilMS,215.63001,35.61101,109.2892,1E-03,Masterthesis.Marquart.2020
Isoeugenylacetat,93-29-8,12,14,3,0,1,206.24,Rxi17SilMS,216.50343,34.4119,118.98033,1E-03,Masterthesis.Marquart.2020
Iso E Super C,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,217.20488,38.2447,102.52377,1E-03,Masterthesis.Marquart.2020
3-Propylidenephthalide,17369-59-4,11,10,2,0,2,174.20,Rxi17SilMS,218.14281,37.65344,92.16397,1E-03,Masterthesis.Marquart.2020
Iso E Super D,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,218.27474,37.69429,108.20181,1E-03,Masterthesis.Marquart.2020
Santalol C,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,219.54458,37.11423,130.17746,1E-03,Masterthesis.Marquart.2020
Amylcinnamylalkohol B,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,219.76656,35.37964,112.99904,1E-03,Masterthesis.Marquart.2020
Santalol D,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,221.35869,37.1241,126.57161,1E-03,Masterthesis.Marquart.2020
Amylcinnamylalkohol C,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,223.19639,36.8772,124.45799,1E-03,Masterthesis.Marquart.2020
alpha-Acetylcedrene A,32388-55-9,17,26,1,0,3,246.39,Rxi17SilMS,229.40017,37.84484,97.22736,1E-03,Masterthesis.Marquart.2020
alpha-Acetylcedrene B,32388-55-9,17,26,1,0,3,246.39,Rxi17SilMS,231.79765,39.79843,113.08056,1E-03,Masterthesis.Marquart.2020
alpha-Acetylcedrene C,32388-55-9,17,26,1,0,3,246.39,Rxi17SilMS,233.56447,42.87388,234.46617,1E-03,Masterthesis.Marquart.2020
Benzylbenzoate,120-51-6,14,12,2,0,2,212.24,Rxi17SilMS,241.67566,37.95316,101.99548,1E-03,Masterthesis.Marquart.2020
Hexadecanolaceton,109-29-5,16,30,2,0,1,254.41,Rxi17SilMS,247.67983,38.90929,95.3779,1E-03,Masterthesis.Marquart.2020
Benzylsalicylate,118-58-1,14,12,3,0,2,228.25,Rxi17SilMS,252.8024,38.7381,99.95489,1E-03,Masterthesis.Marquart.2020
Benzylcinnamate,103-41-3,16,14,2,0,2,238.28,Rxi17SilMS,278.55398,39.24036,116.9685,1E-03,Masterthesis.Marquart.2020
